,Timestamp,Full Name,Gender,Age,Use Phone for Class Notes,Buy/Access Books from Phone,Phone's Battery Lasts a Day,Run for Charger When Battery Dies,Worry About Losing Cell Phone,Take Phone to Bathroom,Use Phone in Social Gatherings,Check Phone Without Notification,Check Phone Before Sleep/After Waking Up,Keep Phone Next to While Sleeping,Check Emails/Calls/Texts During Class,Rely on Phone in Awkward Situations,On Phone While Watching TV/Eating,Panic Attack if Phone Left Elsewhere,Use Phone on Date,Phone Use for Playing Games,Live a Day Without Phone,Addicted to Phone,Target
2149,2023-04-01 10:17:26.139870,Alex Johnson,Male,20,Yes,No,No,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,No,No,1 hours,Yes,Yes,Adicted
2150,2023-05-20 10:17:26.139870,Alex Johnson,Male,30,Yes,No,Yes,Yes,No,No,Yes,Sometimes,No,Yes,Yes,No,Yes,Yes,No,0 hours,Yes,No, NOT Adicted
2151,2023-09-09 10:17:26.139870,James Lee,Female,41,No,Yes,No,No,Yes,No,Yes,Often,No,Yes,Yes,Yes,Yes,No,No,5 hours,Yes,Yes,Adicted
2152,2023-08-15 10:17:26.139870,Jane Smith,Female,42,Yes,Yes,No,No,Yes,No,No,Never,Yes,No,No,Yes,No,Yes,No,0 hours,No,No,Adicted
2153,2023-06-09 10:17:26.139870,James Lee,Female,59,Yes,Yes,Yes,Yes,Yes,Yes,No,Sometimes,No,No,No,No,Yes,Yes,No,4 hours,No,Yes,Maybe addicted
2154,2023-04-18 10:17:26.139870,Emily Martinez,Female,61,Yes,Yes,Yes,No,No,Yes,Yes,Never,No,No,Yes,No,Yes,No,No,2 hours,No,No,Adicted
2155,2023-04-15 10:17:26.139870,Alex Johnson,Male,41,No,Yes,No,Yes,No,No,No,Never,Yes,No,Yes,Yes,Yes,No,No,2 hours,No,No,Maybe addicted
2156,2023-01-25 10:17:26.139870,Maria Garcia,Male,46,No,No,Yes,No,No,Yes,No,Never,No,No,No,Yes,Yes,Yes,No,0 hours,No,Yes,Adicted
2157,2023-01-15 10:17:26.139870,Alex Johnson,Male,23,No,No,No,No,Yes,No,Yes,Often,No,Yes,No,Yes,No,No,Yes,2 hours,No,No, NOT Adicted
2158,2023-04-30 10:17:26.139870,Alex Johnson,Male,28,Yes,No,Yes,No,Yes,No,Yes,Often,No,Yes,Yes,No,Yes,Yes,No,5 hours,No,No,Maybe addicted
2159,2023-02-03 10:17:26.139870,James Lee,Female,21,Yes,Yes,No,Yes,No,No,No,Never,Yes,No,Yes,Yes,No,Yes,Yes,0 hours,Yes,No,Maybe addicted
2160,2023-08-13 10:17:26.139870,Maria Garcia,Female,60,No,Yes,No,Yes,Yes,No,Yes,Never,Yes,No,No,Yes,Yes,Yes,Yes,0 hours,No,No,Adicted
2161,2023-07-15 10:17:26.139870,Alex Johnson,Male,37,No,Yes,Yes,No,No,Yes,Yes,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,1 hours,Yes,No, NOT Adicted
2162,2023-06-02 10:17:26.139870,Alex Johnson,Male,58,Yes,Yes,No,Yes,No,No,Yes,Often,No,No,Yes,No,No,No,Yes,3 hours,Yes,No, NOT Adicted
2163,2023-08-20 10:17:26.139870,Emily Martinez,Male,24,Yes,Yes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Yes,5 hours,Yes,Yes, NOT Adicted
2164,2023-08-01 10:17:26.139870,Alex Johnson,Female,36,No,No,Yes,Yes,No,Yes,No,Often,No,Yes,Yes,Yes,No,No,No,0 hours,No,Yes, NOT Adicted
2165,2023-12-19 10:17:26.139870,James Lee,Male,58,No,Yes,Yes,Yes,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,3 hours,No,No,Maybe addicted
2166,2023-01-03 10:17:26.139870,John Doe,Male,56,Yes,No,Yes,No,No,Yes,No,Sometimes,Yes,Yes,No,Yes,No,No,No,1 hours,Yes,Yes,Maybe addicted
2167,2023-05-03 10:17:26.139870,John Doe,Female,34,No,No,No,Yes,No,Yes,Yes,Never,No,Yes,Yes,Yes,No,No,No,3 hours,No,Yes,Maybe addicted
2168,2023-02-21 10:17:26.139870,John Doe,Male,28,Yes,Yes,Yes,No,Yes,No,Yes,Rarely,No,Yes,Yes,Yes,No,Yes,No,4 hours,Yes,Yes, NOT Adicted
2169,2023-06-15 10:17:26.139870,John Doe,Female,63,No,No,Yes,No,Yes,No,Yes,Rarely,Yes,No,Yes,No,No,No,No,2 hours,Yes,No,Maybe addicted
2170,2023-07-15 10:17:26.139870,James Lee,Female,43,No,No,No,No,Yes,Yes,No,Often,Yes,No,Yes,No,No,No,No,0 hours,Yes,Yes,Adicted
2171,2023-02-24 10:17:26.139870,Alex Johnson,Male,27,No,Yes,Yes,Yes,No,No,No,Rarely,No,No,No,Yes,No,No,Yes,3 hours,Yes,Yes,Adicted
2172,2023-10-15 10:17:26.139870,Emily Martinez,Female,26,Yes,No,No,Yes,Yes,No,No,Sometimes,No,Yes,Yes,Yes,Yes,No,No,3 hours,Yes,No,Adicted
2173,2023-04-09 10:17:26.139870,John Doe,Female,31,Yes,Yes,Yes,Yes,Yes,No,Yes,Often,Yes,No,Yes,No,No,Yes,No,4 hours,Yes,Yes,Adicted
2174,2023-12-01 10:17:26.139870,Maria Garcia,Female,53,Yes,Yes,Yes,No,No,Yes,Yes,Sometimes,Yes,Yes,No,Yes,Yes,Yes,No,3 hours,Yes,Yes, NOT Adicted
2175,2023-03-14 10:17:26.139870,Jane Smith,Female,25,No,No,No,No,Yes,No,Yes,Sometimes,No,Yes,No,No,Yes,Yes,No,4 hours,No,No,Maybe addicted
2176,2023-10-19 10:17:26.139870,John Doe,Male,47,Yes,Yes,No,Yes,Yes,Yes,No,Sometimes,No,No,Yes,Yes,No,No,Yes,4 hours,Yes,No,Adicted
2177,2023-01-11 10:17:26.139870,James Lee,Female,24,Yes,Yes,No,Yes,Yes,No,No,Often,No,No,No,Yes,No,Yes,Yes,3 hours,No,Yes,Adicted
2178,2023-04-29 10:17:26.139870,John Doe,Female,25,No,Yes,Yes,Yes,Yes,Yes,No,Never,No,Yes,No,No,Yes,Yes,Yes,5 hours,Yes,Yes, NOT Adicted
2179,2023-02-18 10:17:26.139870,Emily Martinez,Male,35,No,No,No,Yes,No,No,Yes,Never,Yes,No,Yes,No,Yes,No,No,5 hours,Yes,Yes, NOT Adicted
2180,2023-12-08 10:17:26.139870,Jane Smith,Female,51,No,Yes,No,No,Yes,No,No,Rarely,No,No,Yes,Yes,No,Yes,No,1 hours,No,Yes, NOT Adicted
2181,2023-10-31 10:17:26.139870,Maria Garcia,Female,60,Yes,No,No,No,Yes,Yes,No,Often,Yes,Yes,No,No,Yes,Yes,Yes,4 hours,Yes,Yes,Adicted
2182,2023-08-29 10:17:26.139870,Maria Garcia,Female,51,Yes,No,Yes,Yes,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,No,No,3 hours,No,No,Adicted
2183,2023-12-05 10:17:26.139870,Emily Martinez,Female,30,No,No,Yes,No,No,No,Yes,Often,No,Yes,No,Yes,No,No,No,2 hours,No,No, NOT Adicted
2184,2023-02-15 10:17:26.139870,Alex Johnson,Male,32,No,No,Yes,No,Yes,Yes,No,Sometimes,No,No,Yes,Yes,Yes,No,No,4 hours,No,No,Maybe addicted
2185,2023-08-14 10:17:26.139870,Maria Garcia,Female,41,No,No,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Yes,4 hours,Yes,No, NOT Adicted
2186,2023-07-04 10:17:26.139870,Alex Johnson,Male,48,Yes,No,Yes,No,Yes,No,Yes,Often,Yes,Yes,No,No,No,No,No,2 hours,Yes,No,Adicted
2187,2023-06-06 10:17:26.139870,Jane Smith,Female,35,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,No,No,No,Yes,No,Yes,No,1 hours,No,Yes,Adicted
2188,2023-07-01 10:17:26.139870,Maria Garcia,Female,56,No,No,No,No,Yes,Yes,Yes,Sometimes,No,No,Yes,Yes,No,No,Yes,4 hours,No,Yes,Maybe addicted
2189,2023-10-19 10:17:26.139870,John Doe,Male,60,No,Yes,Yes,No,Yes,Yes,Yes,Often,No,Yes,Yes,No,Yes,No,No,1 hours,No,Yes,Adicted
2190,2023-10-24 10:17:26.139870,Alex Johnson,Male,26,Yes,No,Yes,Yes,No,Yes,Yes,Never,No,Yes,No,Yes,Yes,No,Yes,2 hours,No,No,Adicted
2191,2023-08-02 10:17:26.139870,Alex Johnson,Female,18,Yes,No,No,Yes,Yes,Yes,No,Rarely,Yes,No,No,No,No,No,No,5 hours,Yes,Yes,Adicted
2192,2023-06-28 10:17:26.139870,Alex Johnson,Female,60,Yes,Yes,Yes,No,No,No,Yes,Rarely,No,Yes,No,Yes,No,No,No,0 hours,Yes,No,Maybe addicted
2193,2023-05-01 10:17:26.139870,Maria Garcia,Male,21,No,Yes,No,Yes,Yes,No,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Yes,0 hours,No,No, NOT Adicted
2194,2023-11-14 10:17:26.139870,Maria Garcia,Male,65,No,Yes,Yes,Yes,No,Yes,No,Often,Yes,Yes,No,Yes,Yes,Yes,No,5 hours,No,Yes,Adicted
2195,2023-08-25 10:17:26.139870,Alex Johnson,Male,38,No,No,Yes,Yes,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,3 hours,No,No,Adicted
2196,2023-12-17 10:17:26.139870,John Doe,Male,57,Yes,Yes,Yes,No,No,No,No,Rarely,No,No,No,No,No,Yes,No,5 hours,Yes,Yes, NOT Adicted
2197,2023-06-29 10:17:26.139870,Jane Smith,Male,41,Yes,Yes,No,Yes,Yes,No,No,Rarely,Yes,No,Yes,No,No,No,No,0 hours,Yes,No, NOT Adicted
2198,2023-06-30 10:17:26.139870,John Doe,Female,32,No,Yes,Yes,Yes,Yes,Yes,No,Often,Yes,No,Yes,No,No,No,Yes,5 hours,No,Yes,Adicted
2199,2023-03-10 10:17:26.139870,John Doe,Male,58,Yes,No,Yes,No,Yes,Yes,Yes,Never,No,Yes,Yes,No,No,No,Yes,2 hours,No,No,Adicted
2200,2023-09-12 10:17:26.139870,Emily Martinez,Female,25,Yes,No,Yes,No,No,No,Yes,Often,No,Yes,No,No,Yes,No,No,1 hours,Yes,No,Maybe addicted
2201,2023-06-25 10:17:26.139870,James Lee,Female,23,Yes,Yes,No,Yes,No,Yes,No,Often,Yes,Yes,No,Yes,No,No,Yes,0 hours,No,Yes, NOT Adicted
2202,2023-01-01 10:17:26.139870,John Doe,Female,62,Yes,No,No,No,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,No,Yes,5 hours,No,No,Adicted
2203,2023-03-06 10:17:26.139870,Jane Smith,Female,37,No,No,Yes,No,Yes,No,Yes,Often,No,No,Yes,Yes,Yes,No,No,4 hours,No,Yes, NOT Adicted
2204,2023-07-07 10:17:26.139870,Jane Smith,Male,31,Yes,Yes,Yes,Yes,Yes,Yes,No,Rarely,No,No,No,Yes,Yes,No,Yes,3 hours,No,Yes, NOT Adicted
2205,2023-07-02 10:17:26.139870,Alex Johnson,Male,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,No,Yes,No,1 hours,Yes,No,Adicted
2206,2023-07-17 10:17:26.139870,Jane Smith,Female,58,Yes,No,No,Yes,Yes,Yes,Yes,Sometimes,Yes,No,No,Yes,Yes,Yes,Yes,2 hours,Yes,Yes,Maybe addicted
2207,2023-03-04 10:17:26.139870,Alex Johnson,Male,53,No,Yes,Yes,Yes,No,No,Yes,Often,Yes,No,No,Yes,Yes,No,No,2 hours,No,No, NOT Adicted
2208,2023-01-26 10:17:26.139870,John Doe,Female,64,No,Yes,Yes,No,Yes,Yes,No,Sometimes,Yes,Yes,No,Yes,No,No,No,0 hours,No,Yes, NOT Adicted
2209,2023-05-20 10:17:26.139870,James Lee,Male,62,Yes,Yes,No,Yes,Yes,Yes,No,Sometimes,Yes,No,Yes,No,No,No,No,0 hours,No,Yes,Adicted
2210,2023-01-27 10:17:26.139870,Jane Smith,Female,49,No,No,No,Yes,Yes,Yes,Yes,Never,Yes,Yes,No,No,No,No,Yes,0 hours,Yes,Yes,Adicted
2211,2023-10-06 10:17:26.139870,James Lee,Male,61,No,No,Yes,Yes,Yes,No,No,Often,Yes,No,Yes,No,No,No,No,4 hours,Yes,Yes,Adicted
2212,2023-12-11 10:17:26.139870,James Lee,Female,26,No,No,No,No,Yes,Yes,No,Sometimes,No,Yes,Yes,No,No,Yes,No,4 hours,Yes,Yes,Maybe addicted
2213,2023-08-28 10:17:26.139870,Jane Smith,Male,51,Yes,No,Yes,Yes,Yes,No,No,Never,No,Yes,No,Yes,Yes,Yes,Yes,4 hours,Yes,No,Adicted
2214,2023-06-11 10:17:26.139870,Jane Smith,Male,65,No,Yes,Yes,Yes,Yes,No,Yes,Often,No,Yes,No,No,No,No,Yes,0 hours,No,Yes,Maybe addicted
2215,2023-01-25 10:17:26.139870,Alex Johnson,Male,46,Yes,No,No,No,Yes,No,Yes,Sometimes,Yes,No,No,Yes,Yes,Yes,Yes,1 hours,Yes,No,Adicted
2216,2023-08-16 10:17:26.139870,Emily Martinez,Male,60,No,Yes,Yes,Yes,Yes,Yes,No,Sometimes,Yes,Yes,Yes,No,No,Yes,No,0 hours,No,No,Adicted
2217,2023-07-01 10:17:26.139870,John Doe,Male,39,No,Yes,No,Yes,Yes,Yes,No,Sometimes,No,No,No,Yes,No,Yes,No,4 hours,Yes,Yes, NOT Adicted
2218,2023-09-11 10:17:26.139870,Alex Johnson,Female,37,Yes,No,No,No,No,Yes,No,Often,Yes,Yes,Yes,No,Yes,Yes,No,4 hours,Yes,Yes, NOT Adicted
2219,2023-07-15 10:17:26.139870,James Lee,Male,58,Yes,Yes,Yes,Yes,No,Yes,No,Rarely,Yes,No,Yes,Yes,Yes,Yes,No,4 hours,No,No, NOT Adicted
2220,2023-05-28 10:17:26.139870,Alex Johnson,Female,32,No,No,Yes,No,Yes,Yes,Yes,Often,Yes,Yes,No,No,No,Yes,Yes,3 hours,No,Yes,Maybe addicted
2221,2023-05-05 10:17:26.139870,John Doe,Female,36,No,Yes,Yes,Yes,Yes,No,No,Sometimes,No,Yes,No,Yes,No,Yes,No,2 hours,No,No,Adicted
2222,2023-08-31 10:17:26.139870,John Doe,Male,38,Yes,Yes,Yes,Yes,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,Yes,No,Yes,5 hours,No,Yes, NOT Adicted
2223,2023-07-11 10:17:26.139870,John Doe,Male,45,Yes,Yes,Yes,Yes,Yes,No,No,Rarely,Yes,No,Yes,Yes,Yes,No,No,3 hours,No,No,Adicted
2224,2023-10-26 10:17:26.139870,Emily Martinez,Male,18,No,No,No,No,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,No,No,5 hours,Yes,Yes,Adicted
2225,2023-12-05 10:17:26.139870,John Doe,Female,48,No,Yes,No,Yes,Yes,Yes,Yes,Often,Yes,Yes,Yes,No,Yes,Yes,Yes,4 hours,Yes,Yes,Adicted
2226,2023-11-23 10:17:26.139870,James Lee,Male,18,No,No,No,No,Yes,Yes,Yes,Never,No,Yes,No,Yes,Yes,Yes,No,2 hours,Yes,No,Adicted
2227,2023-11-21 10:17:26.139870,Alex Johnson,Female,51,Yes,No,No,Yes,Yes,No,No,Never,Yes,No,No,No,No,No,No,4 hours,No,No,Adicted
2228,2023-08-06 10:17:26.139870,Alex Johnson,Male,53,No,Yes,No,Yes,No,Yes,No,Sometimes,Yes,No,No,No,Yes,Yes,Yes,4 hours,Yes,Yes,Maybe addicted
2229,2023-06-16 10:17:26.139870,Maria Garcia,Male,30,Yes,No,Yes,Yes,Yes,No,No,Often,No,No,Yes,No,Yes,No,Yes,2 hours,Yes,No,Maybe addicted
2230,2023-02-07 10:17:26.139870,Alex Johnson,Male,33,Yes,Yes,No,No,Yes,No,No,Sometimes,Yes,No,No,Yes,No,Yes,No,4 hours,No,Yes,Maybe addicted
2231,2023-09-21 10:17:26.139870,James Lee,Male,26,Yes,No,Yes,Yes,No,Yes,No,Sometimes,No,Yes,No,Yes,Yes,Yes,Yes,1 hours,No,No,Maybe addicted
2232,2023-07-29 10:17:26.139870,James Lee,Male,61,No,Yes,Yes,No,Yes,Yes,No,Often,No,Yes,Yes,No,Yes,Yes,Yes,1 hours,No,No,Maybe addicted
2233,2023-11-10 10:17:26.139870,Alex Johnson,Female,48,Yes,Yes,No,Yes,Yes,No,Yes,Never,No,No,Yes,Yes,Yes,Yes,No,0 hours,No,Yes,Maybe addicted
2234,2023-07-06 10:17:26.139870,Jane Smith,Female,42,Yes,Yes,Yes,No,Yes,Yes,Yes,Often,No,Yes,No,No,Yes,No,No,5 hours,No,No,Adicted
2235,2023-07-15 10:17:26.139870,Alex Johnson,Male,48,No,No,Yes,No,Yes,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0 hours,No,Yes,Maybe addicted
2236,2023-07-11 10:17:26.139870,Maria Garcia,Male,23,No,No,Yes,No,No,Yes,Yes,Often,Yes,No,Yes,Yes,Yes,No,No,4 hours,Yes,No, NOT Adicted
2237,2023-06-06 10:17:26.139870,Emily Martinez,Male,56,Yes,No,Yes,No,Yes,No,No,Often,Yes,No,No,Yes,Yes,Yes,Yes,1 hours,Yes,No, NOT Adicted
2238,2023-08-01 10:17:26.139870,John Doe,Female,61,No,No,No,Yes,No,No,No,Rarely,Yes,No,No,Yes,No,No,Yes,4 hours,Yes,Yes,Adicted
2239,2023-12-12 10:17:26.139870,Maria Garcia,Male,61,No,No,No,No,No,No,No,Rarely,No,Yes,Yes,No,Yes,No,No,1 hours,No,Yes,Maybe addicted
2240,2023-08-15 10:17:26.139870,John Doe,Female,34,No,No,No,Yes,Yes,Yes,No,Sometimes,Yes,No,Yes,No,No,No,Yes,4 hours,Yes,No,Maybe addicted
2241,2023-08-23 10:17:26.139870,Jane Smith,Female,37,Yes,Yes,No,No,No,Yes,No,Sometimes,No,Yes,No,No,No,Yes,Yes,5 hours,Yes,No,Adicted
2242,2023-12-20 10:17:26.139870,Jane Smith,Male,54,No,No,Yes,No,Yes,No,Yes,Rarely,No,Yes,No,No,Yes,Yes,Yes,5 hours,No,No,Adicted
2243,2023-11-19 10:17:26.139870,Alex Johnson,Female,59,No,Yes,Yes,Yes,Yes,No,No,Never,No,Yes,Yes,Yes,Yes,No,Yes,3 hours,No,No, NOT Adicted
2244,2023-02-11 10:17:26.139870,Maria Garcia,Male,51,No,Yes,No,No,No,No,Yes,Often,No,No,Yes,No,Yes,Yes,Yes,0 hours,Yes,Yes,Maybe addicted
2245,2023-07-09 10:17:26.139870,Emily Martinez,Male,48,Yes,Yes,No,Yes,Yes,Yes,Yes,Often,No,Yes,Yes,No,No,No,No,0 hours,No,No,Maybe addicted
2246,2023-08-10 10:17:26.139870,Jane Smith,Female,36,No,No,Yes,Yes,No,No,No,Often,Yes,No,No,Yes,Yes,Yes,Yes,4 hours,No,Yes,Adicted
2247,2023-09-14 10:17:26.139870,Maria Garcia,Male,54,Yes,Yes,No,No,Yes,Yes,Yes,Sometimes,Yes,No,Yes,No,No,Yes,Yes,5 hours,No,No, NOT Adicted
2248,2023-03-09 10:17:26.139870,Maria Garcia,Female,28,Yes,Yes,No,Yes,Yes,No,Yes,Never,No,Yes,Yes,Yes,Yes,Yes,No,5 hours,Yes,Yes, NOT Adicted
2249,2023-10-06 10:17:26.139870,Maria Garcia,Male,30,No,No,Yes,No,No,Yes,No,Often,No,Yes,No,Yes,No,No,No,4 hours,No,Yes,Maybe addicted
2250,2023-08-18 10:17:26.139870,Jane Smith,Female,23,No,No,Yes,No,No,Yes,No,Never,No,No,Yes,Yes,Yes,No,Yes,4 hours,No,Yes,Maybe addicted
2251,2023-02-01 10:17:26.139870,Maria Garcia,Female,60,No,Yes,No,Yes,No,No,Yes,Rarely,No,No,Yes,No,No,No,Yes,3 hours,Yes,Yes,Maybe addicted
2252,2023-12-12 10:17:26.139870,Emily Martinez,Female,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,No,Yes,5 hours,No,No, NOT Adicted
2253,2023-08-05 10:17:26.139870,Emily Martinez,Male,39,Yes,Yes,No,Yes,No,Yes,No,Rarely,No,Yes,No,Yes,Yes,Yes,Yes,3 hours,Yes,No,Adicted
2254,2023-07-14 10:17:26.139870,Maria Garcia,Female,46,No,No,Yes,No,Yes,Yes,No,Never,Yes,No,Yes,No,Yes,No,Yes,3 hours,Yes,No, NOT Adicted
2255,2023-12-13 10:17:26.139870,Jane Smith,Male,30,Yes,Yes,Yes,Yes,No,No,Yes,Sometimes,Yes,No,No,Yes,No,Yes,Yes,4 hours,Yes,Yes, NOT Adicted
2256,2023-02-20 10:17:26.139870,John Doe,Female,29,Yes,Yes,No,No,Yes,Yes,Yes,Rarely,Yes,No,Yes,Yes,No,Yes,No,0 hours,No,No,Adicted
2257,2023-08-30 10:17:26.139870,Jane Smith,Female,18,Yes,Yes,Yes,No,Yes,No,Yes,Often,No,Yes,No,No,No,Yes,Yes,3 hours,No,Yes, NOT Adicted
2258,2023-06-05 10:17:26.139870,Maria Garcia,Female,49,Yes,Yes,No,Yes,No,No,No,Sometimes,No,Yes,Yes,Yes,Yes,No,No,4 hours,Yes,No,Maybe addicted
2259,2023-05-30 10:17:26.139870,James Lee,Male,39,No,Yes,Yes,Yes,No,Yes,No,Never,Yes,No,Yes,No,Yes,No,No,4 hours,Yes,No, NOT Adicted
2260,2023-02-10 10:17:26.139870,Jane Smith,Female,62,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,No,Yes,Yes,Yes,No,Yes,No,5 hours,Yes,No,Maybe addicted
2261,2023-10-18 10:17:26.139870,Emily Martinez,Female,52,Yes,Yes,No,No,Yes,No,No,Never,Yes,Yes,No,No,Yes,No,Yes,0 hours,Yes,Yes,Adicted
2262,2023-01-14 10:17:26.139870,Alex Johnson,Female,35,Yes,No,Yes,Yes,No,No,No,Rarely,Yes,Yes,Yes,No,No,No,Yes,5 hours,No,Yes, NOT Adicted
2263,2023-02-19 10:17:26.139870,Alex Johnson,Female,63,No,Yes,Yes,No,No,No,No,Rarely,No,Yes,Yes,No,No,Yes,Yes,1 hours,No,Yes,Maybe addicted
2264,2023-09-15 10:17:26.139870,Emily Martinez,Male,49,Yes,No,No,No,No,No,Yes,Often,No,Yes,No,No,No,No,Yes,3 hours,No,No, NOT Adicted
2265,2023-08-21 10:17:26.139870,Alex Johnson,Female,24,Yes,No,No,No,No,Yes,Yes,Often,Yes,No,Yes,Yes,Yes,Yes,No,3 hours,No,Yes,Maybe addicted
2266,2023-08-02 10:17:26.139870,Alex Johnson,Female,34,No,Yes,No,Yes,Yes,No,No,Never,No,Yes,Yes,No,No,Yes,No,4 hours,No,No,Adicted
2267,2023-09-20 10:17:26.139870,Emily Martinez,Female,52,No,No,No,No,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,Yes,No,Yes,0 hours,Yes,No,Maybe addicted
2268,2023-08-05 10:17:26.139870,Maria Garcia,Female,59,No,No,No,No,No,No,No,Often,Yes,No,Yes,Yes,No,Yes,Yes,3 hours,No,Yes,Adicted
2269,2023-04-08 10:17:26.139870,James Lee,Female,30,Yes,No,No,No,Yes,Yes,Yes,Often,Yes,No,No,No,No,Yes,No,2 hours,Yes,No, NOT Adicted
2270,2023-05-08 10:17:26.139870,Maria Garcia,Female,56,No,No,Yes,Yes,Yes,No,Yes,Sometimes,Yes,No,Yes,No,Yes,Yes,No,2 hours,No,Yes, NOT Adicted
2271,2023-04-24 10:17:26.139870,Jane Smith,Female,33,Yes,Yes,Yes,No,Yes,Yes,Yes,Rarely,Yes,Yes,No,No,Yes,Yes,Yes,2 hours,No,No, NOT Adicted
2272,2023-10-09 10:17:26.139870,Maria Garcia,Male,61,Yes,No,Yes,No,Yes,No,Yes,Often,No,No,No,No,No,Yes,No,2 hours,Yes,No, NOT Adicted
2273,2023-05-31 10:17:26.139870,Jane Smith,Female,51,Yes,No,No,Yes,Yes,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,3 hours,No,Yes,Adicted
2274,2023-05-09 10:17:26.139870,Maria Garcia,Female,38,No,Yes,Yes,No,Yes,No,Yes,Rarely,No,Yes,Yes,Yes,No,No,Yes,4 hours,No,Yes,Maybe addicted
2275,2023-09-11 10:17:26.139870,Jane Smith,Male,60,Yes,Yes,No,No,No,Yes,No,Never,No,Yes,Yes,No,Yes,Yes,Yes,0 hours,Yes,Yes,Adicted
2276,2023-08-02 10:17:26.139870,Emily Martinez,Male,51,Yes,Yes,No,No,No,No,No,Often,Yes,No,Yes,No,Yes,Yes,No,0 hours,No,Yes,Adicted
2277,2023-02-18 10:17:26.139870,Maria Garcia,Male,55,No,Yes,No,Yes,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes,No,No,No,5 hours,No,Yes, NOT Adicted
2278,2022-12-21 10:17:26.139870,Emily Martinez,Female,47,No,No,No,No,Yes,Yes,No,Rarely,No,No,Yes,Yes,No,Yes,Yes,1 hours,Yes,Yes,Adicted
2279,2023-01-19 10:17:26.139870,Jane Smith,Female,25,No,No,Yes,Yes,Yes,No,No,Never,Yes,Yes,No,No,Yes,No,No,0 hours,No,Yes,Maybe addicted
2280,2023-06-07 10:17:26.139870,James Lee,Female,26,No,Yes,Yes,No,No,Yes,Yes,Rarely,Yes,No,No,No,No,Yes,Yes,0 hours,Yes,No, NOT Adicted
2281,2023-06-27 10:17:26.139870,James Lee,Female,34,No,Yes,No,Yes,No,No,Yes,Often,No,Yes,No,Yes,No,No,No,1 hours,Yes,Yes,Maybe addicted
2282,2023-11-11 10:17:26.139870,Maria Garcia,Female,20,No,No,No,No,No,No,No,Rarely,Yes,No,Yes,No,Yes,Yes,No,3 hours,No,Yes,Maybe addicted
2283,2023-12-18 10:17:26.139870,James Lee,Male,55,Yes,No,Yes,Yes,No,Yes,No,Never,No,No,No,Yes,Yes,Yes,Yes,5 hours,Yes,Yes,Adicted
2284,2023-05-16 10:17:26.139870,Alex Johnson,Female,44,No,No,No,No,Yes,Yes,Yes,Often,Yes,No,No,Yes,Yes,Yes,Yes,1 hours,Yes,No,Adicted
2285,2023-04-26 10:17:26.139870,Emily Martinez,Female,61,No,Yes,Yes,No,No,No,No,Often,No,Yes,No,Yes,No,No,Yes,2 hours,Yes,Yes, NOT Adicted
2286,2023-11-17 10:17:26.139870,Maria Garcia,Male,46,No,No,No,Yes,No,No,Yes,Never,Yes,No,Yes,No,No,No,No,3 hours,No,No, NOT Adicted
2287,2023-05-01 10:17:26.139870,John Doe,Male,18,No,No,Yes,Yes,No,No,No,Never,Yes,No,No,No,Yes,Yes,Yes,1 hours,No,Yes, NOT Adicted
2288,2023-01-12 10:17:26.139870,Alex Johnson,Female,21,No,No,Yes,No,Yes,No,No,Rarely,Yes,Yes,No,Yes,Yes,Yes,Yes,1 hours,Yes,Yes,Adicted
2289,2023-02-21 10:17:26.139870,Emily Martinez,Female,49,No,No,Yes,No,No,Yes,Yes,Often,Yes,No,No,No,Yes,No,Yes,0 hours,No,No, NOT Adicted
2290,2023-08-19 10:17:26.139870,Jane Smith,Male,47,Yes,Yes,Yes,Yes,Yes,No,Yes,Often,Yes,No,Yes,Yes,No,No,No,1 hours,No,No, NOT Adicted
2291,2023-08-11 10:17:26.139870,Alex Johnson,Male,58,No,No,No,Yes,Yes,Yes,No,Often,Yes,Yes,Yes,No,Yes,Yes,Yes,1 hours,No,No, NOT Adicted
